name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
Emerald-Cut Diamond Scalloped Band (1.80 ct. tw.),4980.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Scalloped-Band-(1.80-ct.-tw.)/30844,Diamond,,VS1,G-H,1.8,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Raelynn Band,1250.0,https://www.rarecarat.com/wedding-ring/182-Raelynn-Band/29109,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sidney Band,2190.0,https://www.rarecarat.com/wedding-ring/182-Sidney-Band/29071,Diamond,Round,SI1-SI2,G-H,0.37,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Roxane Marquise Diamond Wedding Band,1860.0,https://www.rarecarat.com/wedding-ring/182-Roxane-Marquise-Diamond-Wedding-Band/29880,Diamond,Marquise,SI1-SI2,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Shauna Luxe Diamond Band,1640.0,https://www.rarecarat.com/wedding-ring/53-Shauna-Luxe-Diamond-Band/28489,Diamond,,SI1,F-G,0.6,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cushion Cut Diamond 7 Stone Ring (2.00 ct. tw.),7540.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-7-Stone-Ring-(2.00-ct.-tw.)/28095,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 7 Stone Ring (2.00 ct. tw.),6900.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-7-Stone-Ring-(2.00-ct.-tw.)/27797,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond 7 Stone Ring (2.00 ct. tw.),7530.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-7-Stone-Ring-(2.00-ct.-tw.)/28262,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond 7 Stone Ring (2.00 ct. tw.),7240.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-7-Stone-Ring-(2.00-ct.-tw.)/27409,Diamond,,VS1,G-H,2.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Princess Cut Diamond 7 Stone Ring (2.00 ct. tw.),7450.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-7-Stone-Ring-(2.00-ct.-tw.)/28521,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond 7 Stone Ring (2.00 ct. tw.),7330.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-7-Stone-Ring-(2.00-ct.-tw.)/30790,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond Eternity Ring (3.0 ct. tw.),6620.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Eternity-Ring-(3.0-ct.-tw.)/27460,Diamond,,VS1,G-H,3.09,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond 7 Stone Ring (3.00 ct. tw.),11620.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-7-Stone-Ring-(3.00-ct.-tw.)/28276,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond 7 Stone Ring (3.00 ct. tw.),11620.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-7-Stone-Ring-(3.00-ct.-tw.)/28044,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond 7 Stone Ring (3.00 ct. tw.),11880.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-7-Stone-Ring-(3.00-ct.-tw.)/27911,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 7 Stone Ring (3.00 ct. tw.),11620.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-7-Stone-Ring-(3.00-ct.-tw.)/27829,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond Eternity Ring (4.0 ct. tw.),10430.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-Eternity-Ring-(4.0-ct.-tw.)/28137,Diamond,,SI1,G-H,4,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond Eternity Ring (5.0 ct. tw.),14130.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Eternity-Ring-(5.0-ct.-tw.)/27418,Diamond,,VS1,G-H,4.84,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Princess Cut Diamond 7 Stone Ring (3.00 ct. tw.),11610.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-7-Stone-Ring-(3.00-ct.-tw.)/28523,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Classic Five-Stone Round Diamond Band (3.00ct. tw.),13160.0,https://www.rarecarat.com/wedding-ring/55-Classic-Five-Stone-Round-Diamond-Band-(3.00ct.-tw.)/31350,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Asscher Cut Diamond Eternity Ring (7.0 ct. tw.),28220.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-Eternity-Ring-(7.0-ct.-tw.)/31183,Diamond,,SI1,G-H,6.99,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Lorelai 5 Stone Shared Prong Anniversary Band,8350.0,https://www.rarecarat.com/wedding-ring/170-Lorelai-5-Stone-Shared-Prong-Anniversary-Band/23090,Diamond,,SI1,G,2.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Oval Cut Diamond 5 Stone Ring (3.00 ct. tw.),14600.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-5-Stone-Ring-(3.00-ct.-tw.)/30134,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond 7 Stone Ring (1.00 ct. tw.),3440.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-7-Stone-Ring-(1.00-ct.-tw.)/28086,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond Eternity Ring (4.0 ct. tw.),11380.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-Eternity-Ring-(4.0-ct.-tw.)/30079,Diamond,,SI1,G-H,4.23,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond Eternity Ring (7.0 ct. tw.),28230.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-Eternity-Ring-(7.0-ct.-tw.)/27615,Diamond,,SI1,G-H,7.04,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond 7 Stone Ring (3.00 ct. tw.),10550.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-7-Stone-Ring-(3.00-ct.-tw.)/27319,Diamond,,VS1,G-H,3.01,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cushion Cut Diamond 5 Stone Ring (3.00 ct. tw.),13190.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-5-Stone-Ring-(3.00-ct.-tw.)/31160,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond 7 Stone Ring (1.00 ct. tw.),3590.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-7-Stone-Ring-(1.00-ct.-tw.)/27925,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond 5 Stone Ring (2.50 ct. tw.),11530.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-5-Stone-Ring-(2.50-ct.-tw.)/30110,Diamond,,VS1,G-H,2.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Asscher Cut Diamond Eternity Ring (4.0 ct. tw.),10420.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-Eternity-Ring-(4.0-ct.-tw.)/27705,Diamond,,SI1,G-H,4.07,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond Eternity Ring (7.0 ct. tw.),28240.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Eternity-Ring-(7.0-ct.-tw.)/30186,Diamond,,VS1,G-H,7.25,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 5 Stone Ring (3.00 ct. tw.),15290.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-5-Stone-Ring-(3.00-ct.-tw.)/31247,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Princess Cut Diamond 5 Stone Ring (1.00 ct. tw.),3360.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-5-Stone-Ring-(1.00-ct.-tw.)/28647,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald-Cut Bezel Diamond Eternity Ring (4.00ct. tw.),12260.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Bezel-Diamond-Eternity-Ring-(4.00ct.-tw.)/29445,Diamond,,SI1,G-H,4.08,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 5 Stone Ring (1.00 ct. tw.),3330.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-5-Stone-Ring-(1.00-ct.-tw.)/27670,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond 7 Stone Ring (3.50 ct. tw.),15540.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-7-Stone-Ring-(3.50-ct.-tw.)/28011,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond 5 Stone Ring (1.00 ct. tw.),3620.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-5-Stone-Ring-(1.00-ct.-tw.)/27744,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Crater Diamond Band,1770.0,https://www.rarecarat.com/wedding-ring/54-Crater-Diamond-Band/26087,Diamond,,VS1,G-H,0.26,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Salem 5 Stone Diamond Band,2190.0,https://www.rarecarat.com/wedding-ring/170-Salem-5-Stone-Diamond-Band/23159,Diamond,,SI1,G,0.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Radiant Cut Diamond 5 Stone Ring (1.00 ct. tw.),3680.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-5-Stone-Ring-(1.00-ct.-tw.)/28002,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Carmen Modern Curved Band,1520.0,https://www.rarecarat.com/wedding-ring/182-Carmen-Modern-Curved-Band/29839,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cushion Cut Diamond 5 Stone Ring (1.00 ct. tw.),3520.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-5-Stone-Ring-(1.00-ct.-tw.)/28168,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Manon Pavé Diamond Band,1160.0,https://www.rarecarat.com/wedding-ring/53-Manon-Pavé-Diamond-Band/28399,Diamond,,SI1,F-G,0.24,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Mae 7 Stone Diamond Band,6200.0,https://www.rarecarat.com/wedding-ring/170-Mae-7-Stone-Diamond-Band/23166,Diamond,,SI1,G,1.75,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Sabine Crossover Pavé Band,1480.0,https://www.rarecarat.com/wedding-ring/53-Sabine-Crossover-Pavé-Band/28426,Diamond,,SI1,F-G,0.22,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Oval Cut Diamond Eternity Ring (5.0 ct. tw.),14310.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-Eternity-Ring-(5.0-ct.-tw.)/28206,Diamond,,SI1,G-H,4.86,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Jericho Band,1550.0,https://www.rarecarat.com/wedding-ring/182-Jericho-Band/7393,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Classic Five-Stone Round Diamond Band (3.50ct. tw.),16720.0,https://www.rarecarat.com/wedding-ring/55-Classic-Five-Stone-Round-Diamond-Band-(3.50ct.-tw.)/31336,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Emerald-Cut Bezel Diamond Eternity Ring (5.00ct. tw.),16320.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Bezel-Diamond-Eternity-Ring-(5.00ct.-tw.)/29390,Diamond,,SI1,G-H,5.2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Alondra Shared Prong Anniversary Band,7940.0,https://www.rarecarat.com/wedding-ring/170-Alondra-Shared-Prong-Anniversary-Band/23081,Diamond,,SI1,G,2.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Oval Cut Diamond 7 Stone Ring (5.00 ct. tw.),27330.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-7-Stone-Ring-(5.00-ct.-tw.)/27855,Diamond,,SI1,G-H,5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond Eternity Ring (5.0 ct. tw.),14650.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-Eternity-Ring-(5.0-ct.-tw.)/27781,Diamond,,SI1,G-H,5.41,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond Eternity Ring (8.0 ct. tw.),35140.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-Eternity-Ring-(8.0-ct.-tw.)/31209,Diamond,,SI1,G-H,7.93,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond 5 Stone Ring (3.00 ct. tw.),15720.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-5-Stone-Ring-(3.00-ct.-tw.)/30095,Diamond,,VS1,G-H,3,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Emerald Cut Diamond 5 Stone Ring (3.50 ct. tw.),19690.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-5-Stone-Ring-(3.50-ct.-tw.)/30119,Diamond,,VS1,G-H,3.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Isolde Pavé Band,1250.0,https://www.rarecarat.com/wedding-ring/54-Isolde-Pavé-Band/35102,Diamond,,VS1,G-H,0.27,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Maplewood Curved Pavé Band,1330.0,https://www.rarecarat.com/wedding-ring/54-Maplewood-Curved-Pavé-Band/35103,Diamond,,VS1,G-H,0.21,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Vivi Band,5860.0,https://www.rarecarat.com/wedding-ring/182-Vivi-Band/29164,Diamond,,SI1-SI2,G-H,0.62,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Eliza Pave Band,1250.0,https://www.rarecarat.com/wedding-ring/170-Eliza-Pave-Band/21207,Diamond,,SI1,G,0.23,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Mykonos Twist Pave Band,1380.0,https://www.rarecarat.com/wedding-ring/182-Mykonos-Twist-Pave-Band/29955,Diamond,Round,SI1-SI2,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Mairi Band,1430.0,https://www.rarecarat.com/wedding-ring/182-Mairi-Band/3727,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Brooklyn Band,1570.0,https://www.rarecarat.com/wedding-ring/182-Brooklyn-Band/3921,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Zera Band,1530.0,https://www.rarecarat.com/wedding-ring/182-Zera-Band/29257,Diamond,Round,SI1-SI2,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Aria Band,1290.0,https://www.rarecarat.com/wedding-ring/182-Aria-Band/3683,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Elara Swirl Pavé Band,1440.0,https://www.rarecarat.com/wedding-ring/56-Elara-Swirl-Pavé-Band/28758,Diamond,,SI1,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Signature Hearts & Arrows Pavé Spiral Curved Band,1830.0,https://www.rarecarat.com/wedding-ring/57-Signature-Hearts-&-Arrows-Pavé-Spiral-Curved-Band/35756,Diamond,,VS2,F,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Vivian Pave Band,1250.0,https://www.rarecarat.com/wedding-ring/170-Vivian-Pave-Band/21266,Diamond,,SI1,G,0.28,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Delphine Flush Diamond Band,1200.0,https://www.rarecarat.com/wedding-ring/182-Delphine-Flush-Diamond-Band/29940,Diamond,Round,SI1-SI2,G-H,0.12,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Bess Band,1210.0,https://www.rarecarat.com/wedding-ring/182-Bess-Band/4393,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Xiamora Pavé And Migraing Curved Band,1330.0,https://www.rarecarat.com/wedding-ring/170-Xiamora-Pavé-And-Migraing-Curved-Band/31672,Diamond,,SI1,G,0.19,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Kateri Beaded Bezel Diamond Wedding Band,1340.0,https://www.rarecarat.com/wedding-ring/182-Kateri-Beaded-Bezel-Diamond-Wedding-Band/29863,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Raquel Pavé Diamond Band,1240.0,https://www.rarecarat.com/wedding-ring/53-Raquel-Pavé-Diamond-Band/23846,Diamond,,SI1,F-G,0.34,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Nia Pavé Band,1360.0,https://www.rarecarat.com/wedding-ring/170-Nia-Pavé-Band/32177,Diamond,,SI1,G,0.29,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Paola Band,1300.0,https://www.rarecarat.com/wedding-ring/182-Paola-Band/3787,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Anne Pavé Band,1490.0,https://www.rarecarat.com/wedding-ring/170-Anne-Pavé-Band/32154,Diamond,,SI1,G,0.36,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Classic Seven-Stone Round Diamond Band (3.50ct. tw.),14200.0,https://www.rarecarat.com/wedding-ring/55-Classic-Seven-Stone-Round-Diamond-Band-(3.50ct.-tw.)/31800,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Antonella Pavé Band,2000.0,https://www.rarecarat.com/wedding-ring/170-Antonella-Pavé-Band/31669,Diamond,,SI1,G,0.69,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Classic Seven-Stone Round Diamond Band (1.40ct. tw.),4040.0,https://www.rarecarat.com/wedding-ring/55-Classic-Seven-Stone-Round-Diamond-Band-(1.40ct.-tw.)/31771,Diamond,,SI1,G-H,1.4,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Classic Seven-Stone Round Diamond Band (1.00ct. tw.),3300.0,https://www.rarecarat.com/wedding-ring/55-Classic-Seven-Stone-Round-Diamond-Band-(1.00ct.-tw.)/31781,Diamond,,SI1,G-H,1.05,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
April 9 Stone Shared Prong Anniversary Band,6830.0,https://www.rarecarat.com/wedding-ring/170-April-9-Stone-Shared-Prong-Anniversary-Band/23040,Diamond,,SI1,G,2.25,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Chauncy Band,1920.0,https://www.rarecarat.com/wedding-ring/182-Chauncy-Band/7249,Diamond,Round,SI1-SI2,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Mallory 7 Stone Shared Prong Anniversary Band,5800.0,https://www.rarecarat.com/wedding-ring/170-Mallory-7-Stone-Shared-Prong-Anniversary-Band/23033,Diamond,,SI1,G,1.75,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Aspyn Chevron Diamond Band,1250.0,https://www.rarecarat.com/wedding-ring/182-Aspyn-Chevron-Diamond-Band/29938,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Nelly Marquise and Round Diamond Chevron Band,1770.0,https://www.rarecarat.com/wedding-ring/54-Nelly-Marquise-and-Round-Diamond-Chevron-Band/35144,Diamond,,VS1,G-H,0.32,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Mireille Curved Diamond Band,1410.0,https://www.rarecarat.com/wedding-ring/182-Mireille-Curved-Diamond-Band/29887,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Brea Band,1470.0,https://www.rarecarat.com/wedding-ring/182-Brea-Band/4284,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Ama Band,1250.0,https://www.rarecarat.com/wedding-ring/182-Ama-Band/3779,Diamond,Round,SI1-SI2,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Paislee Pave Band,1380.0,https://www.rarecarat.com/wedding-ring/170-Paislee-Pave-Band/20567,Diamond,,SI1,G,0.32,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Deirdre Diamond Band,1150.0,https://www.rarecarat.com/wedding-ring/53-Deirdre-Diamond-Band/24960,Diamond,,SI1,F-G,0.27,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sadie Pave Band,1330.0,https://www.rarecarat.com/wedding-ring/170-Sadie-Pave-Band/21095,Diamond,,SI1,G,0.36,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Lexie Contemporary Twist Diamond Band,1250.0,https://www.rarecarat.com/wedding-ring/53-Lexie-Contemporary-Twist-Diamond-Band/22424,Diamond,,SI1,F-G,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jimena Twisted Pave Band,1470.0,https://www.rarecarat.com/wedding-ring/170-Jimena-Twisted-Pave-Band/24369,Diamond,,SI1,G,0.17,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Levana Band,1640.0,https://www.rarecarat.com/wedding-ring/182-Levana-Band/4037,Diamond,Round,SI1-SI2,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Lyra Band,1170.0,https://www.rarecarat.com/wedding-ring/54-Lyra-Band/26022,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Morven Pavé Diamond Band,1200.0,https://www.rarecarat.com/wedding-ring/53-Morven-Pavé-Diamond-Band/28419,Diamond,,SI1,F-G,0.4,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Oval Cut Diamond Eternity Ring (7.0 ct. tw.),26670.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-Eternity-Ring-(7.0-ct.-tw.)/28251,Diamond,,SI1,G-H,7,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond Eternity Ring (6.0 ct. tw.),18680.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-Eternity-Ring-(6.0-ct.-tw.)/27933,Diamond,,SI1,G-H,5.91,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond Eternity Ring (7.0 ct. tw.),28200.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-Eternity-Ring-(7.0-ct.-tw.)/27957,Diamond,,SI1,G-H,7.34,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond Eternity Ring (9.5 ct. tw.),44440.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-Eternity-Ring-(9.5-ct.-tw.)/30121,Diamond,,SI1,G-H,9.49,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond Eternity Ring (2.0 ct. tw.),5140.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Eternity-Ring-(2.0-ct.-tw.)/27271,Diamond,,VS1,G-H,2.09,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Rosalina Band,1300.0,https://www.rarecarat.com/wedding-ring/182-Rosalina-Band/28987,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Ellery Band,1370.0,https://www.rarecarat.com/wedding-ring/182-Ellery-Band/3801,Diamond,Round,SI1-SI2,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Kieran Band,1470.0,https://www.rarecarat.com/wedding-ring/182-Kieran-Band/4631,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Geraldine Curved Pave Diamond Band,1650.0,https://www.rarecarat.com/wedding-ring/182-Geraldine-Curved-Pave-Diamond-Band/29838,Diamond,Round,SI1-SI2,G-H,0.37,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Trixie Diamond V-Band,1820.0,https://www.rarecarat.com/wedding-ring/53-Trixie-Diamond-V-Band/24997,Diamond,,SI1,F-G,0.63,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Leyla Pave Band,1360.0,https://www.rarecarat.com/wedding-ring/170-Leyla-Pave-Band/20647,Diamond,,SI1,G,0.36,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Bellora East-West Emerald-Cut Diamond Bezel Band,5930.0,https://www.rarecarat.com/wedding-ring/55-Bellora-East-West-Emerald-Cut-Diamond-Bezel-Band/35998,Diamond,,SI1,G-H,2.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Madelynn Graduating 5-Stone Band,1460.0,https://www.rarecarat.com/wedding-ring/170-Madelynn-Graduating-5-Stone-Band/24407,Diamond,,SI1,G,0.4,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Classic Emerald Eternity Band,6510.0,https://www.rarecarat.com/wedding-ring/55-Classic-Emerald-Eternity-Band/36220,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Serena Band,1680.0,https://www.rarecarat.com/wedding-ring/182-Serena-Band/29053,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Dual Harmony Emerald and Diamond Eternity Ring,7590.0,https://www.rarecarat.com/wedding-ring/55-Dual-Harmony-Emerald-and-Diamond-Eternity-Ring/36071,Diamond,,SI1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Everett Band,1700.0,https://www.rarecarat.com/wedding-ring/182-Everett-Band/4179,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
